,x,y,z,qx,qy,qz,qw,type,map,offset_x,offset_y,offset_z
132,-122.922382716,-61.2773756024,0.114806453396,-0.0210908613667,-0.0203705940479,0.905958435355,-0.422350006361,1.0,1.0,,,
133,-123.421931998,-62.1806634067,0.110574986805,-0.0193822995712,-0.0145926427085,0.896258915397,-0.442867178524,1.0,1.0,,,
134,-123.891689752,-63.0906371753,0.112065372014,-0.0131850217056,-0.0182214167139,0.885902151052,-0.463326573744,1.0,1.0,,,
135,-124.36214604,-63.982916675,0.108710407336,-0.0161670463899,-0.0124070511665,0.891463294117,-0.452634385497,1.0,1.0,,,
136,-124.836565334,-64.8868437516,0.108111146685,-0.0222128306055,-0.0102845985863,0.892078405743,-0.451217170767,1.0,1.0,,,
137,-125.367196977,-65.9594765376,0.205118838933,-0.0130776315437,-0.00739594549336,0.880738558277,-0.473364413014,1.0,1.0,,,
138,-125.924595469,-67.0199450095,0.207899341182,-0.0101472185468,-0.011967259938,0.894033209279,-0.447725852896,1.0,1.0,,,
139,-126.407399764,-67.9096061755,0.211053177222,-0.0165362408677,-0.0156513075795,0.903145485929,-0.428730475422,1.0,1.0,,,
140,-126.93247971,-68.7610401717,0.211322066593,-0.0172525817721,-0.0161105303185,0.897654303419,-0.440067666148,1.0,1.0,,,
141,-127.482419275,-69.7522049045,0.223261204335,0.0313658631057,0.032452153335,-0.864564910453,0.500490315579,1.0,1.0,,,
142,-127.917382654,-70.6881799199,0.220309406464,0.030588055272,0.0288536619143,-0.855681690859,0.515791315357,1.0,1.0,,,
143,-128.380294437,-71.6218087795,0.312142030306,0.0219433305681,0.0181645573206,-0.854394086241,0.518844181327,1.0,1.0,,,
144,-128.85968322,-72.5410270716,0.314673724889,0.0171740687612,0.0223614070903,-0.859724535853,0.509979157699,1.0,1.0,,,
145,-129.315433866,-73.4423035721,0.313854229056,0.0235482341755,0.0201912814825,-0.863122667195,0.504040726721,1.0,1.0,,,
146,-129.824182434,-74.3120073282,0.314327612647,0.0206568224225,0.0212969829852,-0.863682493362,0.503162284818,1.0,1.0,,,
147,-130.404075313,-75.3639481935,0.309300334557,0.0229816003572,0.0137076786361,-0.852487109267,0.522062902461,1.0,1.0,,,
148,-130.926729349,-76.4139908764,0.315603063549,0.0245088481548,0.0241602495104,-0.825979469024,0.562648660761,1.0,1.0,,,
149,-131.3220611,-77.3403912379,0.312082894397,0.0272345692577,0.0197811785089,-0.798960928486,0.600440186835,1.0,1.0,,,
150,-131.636722317,-78.2935942806,0.30925931878,0.0235849970074,0.0168160614591,-0.768298139356,0.639436421433,1.0,1.0,,,
151,-132.039562398,-79.4102496858,0.310340121544,0.00428361366915,0.0170148401439,-0.819936312865,0.57218579912,1.0,1.0,,,
152,-132.479961365,-80.3170897183,0.297281105547,0.000914381641837,-0.00473512256606,-0.853097067593,0.521729945263,1.0,1.0,,,
153,-132.965707632,-81.3173420336,0.303903269939,0.0180532362557,0.00565315324625,-0.852013446455,0.523177990342,1.0,1.0,,,
154,-133.463311812,-82.3735244734,0.306826838244,0.012685304767,0.0111163038228,-0.841673789492,0.539722838978,1.0,1.0,,,
155,-133.969677341,-83.3738687831,0.305754542765,-0.0132510289497,-0.0084580685195,0.878803088583,-0.476925573654,1.0,1.0,,,
156,-134.504991767,-84.3477694902,0.307697097707,-0.0113712331546,-0.0117144349886,0.882879853076,-0.469315066988,1.0,1.0,,,
157,-135.017080873,-85.3511598859,0.409542398336,-0.0192867755368,-0.0132189051428,0.890101569989,-0.455162032621,1.0,1.0,,,
158,-135.608380729,-86.3640240968,0.402570543501,-0.0120567309649,-0.0023117094176,0.918134917972,-0.39607772424,1.0,1.0,,,
159,-136.20475538,-87.3279794599,0.402960172319,-0.0147245195716,-0.00290625074959,0.902766414334,-0.429869216599,1.0,1.0,,,
160,-136.740416999,-88.3596903145,0.404177541841,-0.0118420438253,-0.00536891732709,0.906790754262,-0.421380432281,1.0,1.0,,,
161,-137.285123997,-89.3932742252,0.410085336445,-0.0206407412667,-0.0132957052862,0.903038542116,-0.428857290335,1.0,1.0,,,
162,-137.803999933,-90.4182219795,0.408814914339,-0.0188433903552,-0.0120492918816,0.892847119828,-0.449804137175,1.0,1.0,,,
163,-138.250944754,-91.313438211,0.40686443006,-0.0128755453297,-0.00986700901287,0.896001963542,-0.443753697218,1.0,1.0,,,
164,-138.760778203,-92.3560357098,0.410968464131,-0.019737568454,-0.0155558892833,0.88500110036,-0.464910201073,1.0,1.0,,,
165,-139.263756414,-93.4033094384,0.41081812446,-0.0142863070553,-0.0166054751902,0.868231923065,-0.495674779866,1.0,1.0,,,
166,-139.741884818,-94.4819835161,0.513306244613,-0.0151115981744,-0.0200443471002,0.878196912653,-0.477640080349,1.0,1.0,,,
167,-140.204463237,-95.403436104,0.50735744674,-0.0133754122354,-0.0109369762841,0.882148327469,-0.470654660277,1.0,1.0,,,
168,-140.699369606,-96.289711058,0.508503912374,-0.00987818783636,-0.0131559762226,0.883260584465,-0.468593727684,1.0,1.0,,,
169,-141.183739765,-97.1919869422,0.509181553292,-0.0174525820181,-0.0134645456189,0.875216810228,-0.483228360598,1.0,1.0,,,
170,-141.731621231,-98.2612632658,0.506355407313,-0.00929130319469,-0.00998925124154,0.872380767897,-0.488636554454,1.0,1.0,,,
171,-142.223479422,-99.1570704481,0.507906827052,-0.0161018282797,-0.0116945689793,0.873353852673,-0.486679582686,1.0,1.0,,,
172,-142.693097056,-100.067184291,0.506308814112,-0.0153737423019,-0.00918157761205,0.875066909115,-0.483670602013,1.0,1.0,,,
173,-143.160003673,-100.965325583,0.507968109174,-0.0223770461977,-0.0109393941145,0.870828710739,-0.490955144603,1.0,1.0,,,
174,-143.612244397,-101.868428296,0.509963266292,-0.0197448080674,-0.0145646777317,0.869134126603,-0.493967491532,1.0,1.0,,,
175,-144.090856084,-102.783447598,0.506170053801,-0.0229881617085,-0.00811564324042,0.86673898456,-0.498165849291,1.0,1.0,,,
176,-144.56666976,-103.687665193,0.60701627828,0.0248733398702,0.00937715370089,-0.862027438134,0.506164085901,1.0,1.0,,,
177,-145.009102149,-104.621742001,0.506062521038,0.0176190844199,0.00900249223146,-0.858889022364,0.511779415628,1.0,1.0,,,
178,-145.569829824,-105.697735652,0.51200460662,0.0183950681075,0.0183424472662,-0.855435166323,0.517258013292,1.0,1.0,,,
179,-146.025162128,-106.630718452,0.607159345897,0.0225305060304,0.0101838973483,-0.857242870826,0.514318310923,1.0,1.0,,,
180,-146.50154096,-107.597760252,0.508022133491,0.0177798556001,0.0124314891269,-0.848978270949,0.527982225335,1.0,1.0,,,
181,-146.94697221,-108.505984126,0.61016019258,0.0146895854523,0.0162798356967,-0.839595312794,0.542769650739,1.0,1.0,,,
182,-147.355402564,-109.464271731,0.61052497503,0.0179249994535,0.0166724950757,-0.837666000309,0.545633937937,1.0,1.0,,,
183,-147.767037795,-110.399574703,0.607433440678,0.0115524433853,0.0120941137743,-0.843743353815,0.536486184685,1.0,1.0,,,
184,-148.219304354,-111.325045618,0.606335610916,0.0145032675162,0.0102189741693,-0.841834502153,0.539444064554,1.0,1.0,,,
185,-148.655379962,-112.26916766,0.60254080493,0.0100125703399,0.00440692848292,-0.833167913135,0.552911888042,1.0,1.0,,,
186,-149.016352864,-113.228112326,0.602376681764,0.0212444004029,0.00406448334211,-0.816625984228,0.576761785584,1.0,1.0,,,
187,-149.219877685,-114.211915163,0.698019932478,0.0200602824388,0.00011623012752,-0.706075298293,0.707852558588,1.0,1.0,,,
188,-149.231513535,-115.273049912,0.703195979249,0.00820486573645,0.00730694974187,-0.704775109051,0.709345708611,1.0,1.0,,,
189,-149.252020357,-116.279753465,0.706420909214,0.0120416624007,0.0133923095556,-0.698876294688,0.715015782438,1.0,1.0,,,
190,-149.137901455,-117.295198851,0.709855543565,0.0114370839725,0.019464726097,-0.664404477249,0.747032133284,1.0,1.0,,,
191,-148.941343417,-118.306146452,0.71300036382,0.0180517007382,0.0268343747294,-0.619844649986,0.784057818223,1.0,1.0,,,
192,-148.690289902,-119.289453367,0.615210191233,0.0110521371799,0.0284699812772,-0.626582519765,0.778756480779,1.0,1.0,,,
193,-148.409421213,-120.281846465,0.611706740275,0.00942753947409,0.0227619032621,-0.621963129204,0.782658854911,1.0,1.0,,,
194,-148.133323062,-121.284330173,0.608951239304,0.0165536167961,0.0198922502882,-0.630557838357,0.77571069906,1.0,1.0,,,
195,-147.900440552,-122.271755234,0.609628355511,0.0177879664892,0.020937718595,-0.640534964401,0.767437397817,1.0,1.0,,,
196,-147.672833213,-123.280176394,0.611509604184,0.0175283830641,0.0236350974676,-0.647263114527,0.761698495816,1.0,1.0,,,
197,-147.459095366,-124.382986267,0.61273270765,0.0190561003992,0.0257413842324,-0.648522382366,0.760521509062,1.0,1.0,,,
198,-147.209894473,-125.43448672,0.632178713838,0.0649776851917,0.0579518041281,-0.599115107603,0.795914930547,1.0,1.0,,,
199,-147.05166814,-126.430633143,0.623933290886,0.0560787049001,0.0561774197332,-0.471113214473,0.878493947343,1.0,1.0,,,
200,-146.713383578,-127.451091364,0.607225013533,0.00177328418293,0.0173791326392,-0.264904450587,0.964116410643,1.0,1.0,,,
201,-146.439281574,-128.497726341,0.619316158804,-0.0111937185755,0.0293323875972,-0.334902061221,0.941729749499,1.0,1.0,,,
