,x,y,z,qx,qy,qz,qw,type,map
0,-71.6474480131,-17.4028434737,0.410817869903,-0.00403110737289,-0.0171834345292,0.901997127651,-0.431381109299,1.0,1.0
1,-72.2528986113,-18.2060327178,0.414027518814,-0.00454654603707,-0.0221882365238,0.870882596471,-0.49096895446,1.0,1.0
2,-72.8231920387,-19.060471538,0.41668733005,0.00529393656529,0.0262187579021,-0.852889195403,0.521406339945,1.0,1.0
3,-73.4427638805,-19.9167429269,0.4013469218,-0.00213921409823,-0.00191666433617,0.938331333921,-0.345725408297,1.0,1.0
4,-74.1991455898,-20.6649311276,0.410140769296,-0.00860962226867,-0.0144651876603,0.974611199295,-0.223270336048,1.0,1.0
5,-74.9704435469,-21.3689819724,0.410288864464,-0.0117390617071,-0.0135776732648,0.974426682449,-0.223987682139,1.0,1.0
6,-75.6838630473,-22.0839519519,0.419117452368,-0.0129188512201,-0.0277117509772,0.936069429966,-0.350484214228,1.0,1.0
7,-76.4050741038,-22.8650972598,0.420174231794,-0.00895734092876,-0.0302463577564,0.920489903599,-0.389491028469,1.0,1.0
8,-77.0131277902,-23.7039684681,0.414775341591,-0.00941878567867,-0.0226083943604,0.895610541261,-0.444164277451,1.0,1.0
9,-77.5885668955,-24.6291572569,0.414698638202,0.00856080522261,0.0230654580226,-0.861659021318,0.506890943145,1.0,1.0
10,-78.0492285076,-25.5445557087,0.407425658914,0.00190415859342,0.0122094196568,-0.858151415198,0.513247944805,1.0,1.0
11,-78.5690522387,-26.3990061806,0.413199639972,-0.00552439392965,-0.0207781298083,0.884933247843,-0.465221342218,1.0,1.0
12,-79.1828199912,-27.257086878,0.408068568902,-0.00120671628238,-0.0131833411625,0.905843875772,-0.423404789862,1.0,1.0
13,-79.8458334014,-28.0511154837,0.411226151456,-0.0077674722071,-0.0170696884932,0.925384955016,-0.378564363274,1.0,1.0
14,-80.5188665649,-28.8589044279,0.414794574826,-0.00203964887069,-0.0234357154864,0.92357618999,-0.382692602955,1.0,1.0
15,-81.2249287687,-29.6730988552,0.415372013889,-0.0102757212495,-0.0231524425714,0.910090805491,-0.413634016635,1.0,1.0
16,-81.8922830704,-30.517847758,0.411265262526,-0.00313781691631,-0.0179286098076,0.918059319049,-0.396025006486,1.0,1.0
17,-82.5048981773,-31.3111785585,0.408117146118,-0.00247227864033,-0.0131321986429,0.90306447488,-0.429297085253,1.0,1.0
18,-83.1277919196,-32.1004471646,0.415892690034,-0.00118225745826,-0.0251318888902,0.912675515391,-0.407909786637,1.0,1.0
19,-83.8425859319,-32.9142625908,0.41453104051,-0.00545263109423,-0.0225597007317,0.91717963851,-0.397797485436,1.0,1.0
20,-84.5356636248,-33.7382432805,0.410798791735,-0.00307239886592,-0.0172111117984,0.922417516838,-0.385798214907,1.0,1.0
