,x,y,z,qx,qy,qz,qw,type,map
0,1.71720707417,0.969419598579,-2.5968132019,-0.00761726410887,0.00201621560413,0.0199613347042,0.999769702121,1.0,1.0
1,2.75056672096,0.82234609127,-2.56136226654,-0.0115769260858,0.0010879358423,0.00221237949236,0.999929945824,1.0,1.0
2,3.75501918793,0.881514728069,-2.61440181732,-0.00795996661607,-0.00323361591983,0.0372578965762,0.999268748537,1.0,1.0
3,4.76365947723,1.01297199726,-2.62422943115,-0.00926751254528,-2.7853806897e-06,0.0279493249203,0.999566380207,1.0,1.0
4,5.7872428894,1.04658925533,-2.64141106606,-0.0147444105114,-0.00116215157329,0.0170020105958,0.999746059456,1.0,1.0
5,6.86114120483,1.02434706688,-2.64451122284,-0.0130298165763,0.00170806309883,0.0609118102278,0.998056640565,1.0,1.0
6,7.93519067764,1.18349206448,-2.71609306335,-0.00968897840495,0.00370090126356,0.0363840140964,0.999284058987,1.0,1.0
7,8.92913246155,1.43486332893,-2.77525043488,-0.00690201738525,0.00416874419883,0.0430248024286,0.999041465658,1.0,1.0
8,9.9722328186,1.64781188965,-2.8416454792,-0.00626259353253,0.00263056698228,0.0669914852149,0.997730424989,1.0,1.0
9,11.0364933014,1.74057424068,-2.86651420593,-0.00590485630231,0.00317712969836,0.0705083454504,0.997488652437,1.0,1.0
10,12.0531415939,1.81075572968,-2.88284444809,-0.00690937958662,0.00213290688573,0.0707037671201,0.997471146699,1.0,1.0
11,13.1791009903,2.24720263481,-2.92552471161,-0.0081333227402,0.00346721073361,0.0753903576092,0.997114898841,1.0,1.0
12,13.9324817657,2.90719723701,-2.97528195381,-0.00865742969909,0.00135710848296,0.0617430483845,0.99805360735,1.0,1.0
13,14.9611358643,2.89685487747,-3.00130653381,-0.00687206014512,1.706541189e-05,0.0535841844587,0.998539688582,1.0,1.0
14,16.0715274811,2.713357687,-3.03886222839,-0.0106628711581,0.000130155183698,0.0753309900118,0.997101563624,1.0,1.0
15,17.2563266754,2.89519762993,-3.07555747032,-0.00978070197786,-0.00138342607549,0.0953491725757,0.995394876062,1.0,1.0
16,18.0170612335,3.66429424286,-3.10081458092,-0.00994680240066,0.000689404360409,0.106598545865,0.994252149036,1.0,1.0
17,18.9828338623,4.22157669067,-3.16882681847,-0.0101211245804,0.00397900726867,0.107723183383,0.994121444342,1.0,1.0
18,19.9688472748,4.0215549469,-3.18609118462,-0.0108747219968,0.00431310628193,0.0967628020215,0.995238713918,1.0,1.0
19,20.9947528839,4.04086685181,-3.22527194023,-0.00492243115685,0.00143609577517,0.211252764491,0.977418015383,1.0,1.0
20,20.1011047363,4.62990140915,-3.17528247833,-0.0177453168221,-0.00114334252296,0.354450049382,0.934905855684,1.0,1.0
21,19.3487262726,5.00664424896,-3.75728774071,-0.00942932668064,-0.0133549819312,0.405641808392,0.913885909477,1.0,1.0
22,18.7387161255,5.64281845093,-3.1243314743,-0.0123520357802,0.00359371562301,0.435227045217,0.900228821762,1.0,1.0
23,18.4366455078,6.63429880142,-3.18504524231,-0.00924771826282,0.015454325416,0.46054833176,0.887451901596,1.0,1.0
24,17.7053050995,7.51050758362,-3.18424725533,-0.00760354726774,0.0172486624687,0.463957437825,0.885656911902,1.0,1.0
25,16.9534282684,8.43417835236,-3.19718456268,0.00324742422056,0.00904687717256,0.470996688199,0.882082608351,1.0,1.0
26,16.2074890137,9.3175239563,-3.20335435867,0.000913239553388,0.0142068960951,0.478346791379,0.878055623109,1.0,1.0
27,15.3488750458,9.83270359039,-3.79604911804,0.00393509522516,0.00784868465031,0.470440197349,0.88238819909,1.0,1.0
28,14.0535898209,9.87677288055,-3.17838454247,0.00799796189212,-0.000156488920357,0.466729246846,0.884364075625,1.0,1.0
29,13.0367021561,9.79689788818,-3.12076401711,0.0146312948415,-0.00393320818455,0.44850307696,0.893652866074,1.0,1.0
30,13.7434549332,8.93169403076,-3.12447595596,0.00401214837977,-0.000382642079737,0.455095446278,0.89043354105,1.0,1.0
31,14.7804689407,8.74984741211,-3.14061164856,6.2749503838e-05,0.00274013504407,0.433556846751,0.901122049646,1.0,1.0
32,14.1455526352,9.54909324646,-3.13015985489,0.00522401801139,0.00191954917454,0.479163253827,0.877708152605,1.0,1.0
33,14.8074827194,8.77526187897,-3.1115925312,0.00421865647433,0.0143384057913,0.538695568881,0.842367910787,1.0,1.0
34,14.6338481903,7.73468399048,-3.09785604477,0.0015397548434,0.0111317647109,0.580958490082,0.813855604989,1.0,1.0
